coefficients,signature,discriminant
"[1, 12, -9, -3, -14]",[1],-169424303
"[1, 15, -9, 13, -15]",[1],-296112483
"[1, 10, 16, 1, -1]",[2],438445
"[1, -15, -8, 13, 16]",[1],-252607183
"[1, -10, 9, -4, 14]",[1],-27443264
"[1, -16, 0, 10, -12]",[1],-232865456
"[1, 1, 13, 2, -12]",[2],-8529020
"[1, 1, 10, -5, -16]",[2],-7549463
"[1, -1, -2, 10, 2]",[1],-271084
"[1, 14, -3, -5, 13]",[1],-175410175
"[1, -15, -9, 4, 4]",[1],-11971760
"[1, 2, -1, -13, -4]",[1],-477455
"[1, 16, 2, 4, -16]",[1],-448101632
"[1, -13, -16, -14, -4]",[1],-5728096
"[1, 9, 13, -5, 3]",[1],-1526947
"[1, 3, 12, 6, -14]",[1],-4697996
"[1, 6, 9, -2, -1]",[2],-10048
"[1, -16, 13, -8, -9]",[1],-150307856
"[1, -3, 4, 3, 10]",[1],639369
"[1, 2, 8, 10, 12]",[1],69072
"[1, 0, 12, 16, 5]",[2],-97024
"[1, 3, 9, 4, 14]",[1],595292
"[1, 6, -16, -4, -6]",[1],-18776768
"[1, 8, 4, 11, 12]",[1],-11518315
"[1, 1, 3, 4, 11]",[1],210865
"[1, 7, -1, 16, 2]",[1],-8703044
"[1, -14, -6, 6, 7]",[1],-40565696
"[1, 16, -12, 5, 1]",[2],-6973483
"[1, 4, -11, -3, 12]",[2],-507591
"[1, -2, -11, -1, -5]",[1],-1757647
"[1, -7, -10, -9, 14]",[1],-43905575
"[1, -4, -11, -9, -9]",[1],-2454327
"[1, -13, -10, 0, 4]",[2],-13076528
"[1, -3, 9, -11, -8]",[1],-1256720
"[1, -2, 2, -5, -8]",[1],-292659
"[1, -6, -9, 8, -1]",[3],415472
"[1, 10, -3, -16, -11]",[1],-25573936
"[1, -16, 5, 7, -2]",[1],4109553
"[1, -11, -16, -10, 3]",[1],-20645019
"[1, 10, 0, -12, -2]","[2, 0]",5535040
"[1, 3, 3, 13, -15]",[1],-3908547
"[1, 15, 15, 14, -15]",[1],-337935807
"[1, -12, 2, 12, 3]",[1],3938304
"[1, 0, 6, -8, 13]",[1],606208
"[1, -6, 16, -11, 12]",[1],1219541
"[1, 1, 0, -1, 3]","[0, 1]",8356
"[1, 15, -4, 12, -2]",[1],-24609132
"[1, 5, -2, -15, 5]",[2],705180
"[1, 13, -6, -9, 2]",[2],9194585
"[1, 4, -8, 9, -12]",[1],-3561147
"[1, 0, -6, 10, -9]",[1],-152496
"[1, 9, 5, 5, -13]",[1],-25661355
"[1, 1, -14, 16, -2]",[1],212948
"[1, 16, 2, 2, -15]",[1],-388103088
"[1, -4, 1, -4, 16]",[2],-904000
"[1, 8, 2, 3, -2]",[1],-528779
"[1, -13, -11, 16, -15]",[1],-319372607
"[1, 9, -3, 3, 1]",[2],-440483
"[1, 3, -1, 9, -3]","[0, 2]",-312699
"[1, -5, 7, 12, 4]",[1],123344
"[1, 10, 1, -5, 12]","[0, 1]",-35710447
"[1, -15, 10, 12, -15]",[2],-111192747
"[1, -12, 6, -7, 10]",[1],-37534955
"[1, 0, -6, 1, -15]","[1, 1]",-2198043
"[1, -16, -5, 0, 5]",[1],-48202800
"[1, 8, 9, 15, -8]","[0, 1]",-12154127
"[1, 9, 14, 6, 5]",[1],-1018195
"[1, 14, 11, -8, -2]",[1],10472832
"[1, 3, -6, 16, 13]",[1],-11780483
"[1, 1, 10, 5, -14]","[0, 1]",-5353351
"[1, 13, 7, 8, 8]",[1],-30423904
"[1, 11, 9, 5, -3]",[1],-4093483
"[1, -1, -9, -13, -3]",[1],-168475
"[1, -16, 5, 14, -7]","[3, 0]",252112
"[1, 13, 1, 0, -8]",[1],-47929888
"[1, 13, -13, -1, -14]",[1],-254364588
"[1, -8, 16, -10, -14]",[1],-3318448
"[1, 0, 10, -6, -15]",[1],-7100592
"[1, -5, -9, 1, -14]",[1],-15405228
"[1, -3, -7, -10, 8]",[1],-3590700
"[1, 11, -6, 4, 15]",[1],-123908315
"[1, 4, 16, 10, 15]",[1],3484880
"[1, -15, -7, -4, -7]",[1],-68455527
"[1, -1, 5, 11, -12]",[1],-2469344
"[1, 3, -10, 8, 11]",[1],-5162643
"[1, -12, 11, -8, -9]",[1],-43360592
"[1, -7, -6, -8, -14]",[1],-19187500
"[1, -9, -6, -8, 14]",[1],-64867756
"[1, 4, 5, -6, 10]",[1],1175584
"[1, -1, -6, 16, 15]",[1],-3062075
"[1, 6, 2, -5, -13]",[1],-3401163
"[1, 16, 4, 1, 15]",[1],-362072539
"[1, 5, 14, 12, -9]",[2],-973323
"[1, 6, 2, 4, 10]",[1],-2528192
"[1, 2, -9, 2, -1]",[3],-90176
"[1, -14, 12, 16, 2]",[2],17995072
"[1, 14, 4, -3, -5]",[1],-19745011
"[1, 15, -4, 7, 14]",[1],-327989319
"[1, 5, -3, 7, -13]",[1],-5621859
"[1, 9, 9, 3, -1]",[2],-152131
"[1, 3, -12, 4, -13]",[1],-9639427
"[1, 1, 12, -4, -2]",[1],-989932
"[1, -7, 5, 0, 3]",[1],-331311
"[1, -9, 10, -11, -10]",[1],-17140223
"[1, -11, 9, -11, -13]",[1],-69137771
"[1, 15, 2, -15, 4]",[1],14449041
"[1, -12, 6, 5, 12]",[1],-70842843
"[1, -6, 6, 11, 2]",[1],-33763
"[1, 15, -9, -3, -10]",[1],-192349228
"[1, -12, 4, -11, -4]",[1],-20810891
"[1, 8, 6, 3, -1]",[2],-152491
"[1, 4, -8, 7, 6]",[2],-2569531
"[1, -5, -15, 9, -1]",[3],555197
"[1, -14, -11, -7, 8]",[2],-120548791
"[1, 16, -5, -2, 4]",[1],-27306400
"[1, -3, 12, 4, 12]",[1],4848336
"[1, -14, 0, 3, -9]",[1],-83159811
"[1, -6, 2, -15, 2]",[1],-3490003
"[1, -13, -8, -12, 13]",[1],-244678051
"[1, -10, 15, -13, 10]",[1],-3689847
"[1, -2, -1, 13, -4]",[1],-477455
"[1, 10, 14, -10, -14]","[3, 0]",4916304
"[1, -9, -2, -3, -5]",[1],-4815288
"[1, -9, 15, 16, -7]","[1, 0]",4065017
"[1, -9, -1, 11, 3]",[2],2418445
"[1, 6, 4, -9, -14]",[1],-1046907
"[1, -12, 14, 5, 10]",[1],-48892955
"[1, 7, -8, 16, 15]",[1],-66815323
"[1, 14, 6, 14, -11]",[1],-173380608
"[1, 14, 11, 4, 4]",[1],-8955648
"[1, 3, -16, 11, 5]",[1],-199776
"[1, -15, -16, 5, -12]",[1],-402982247
"[1, -9, -1, 10, 9]",[1],-10219415
"[1, -15, 5, -3, 13]",[2],-196076475
"[1, -9, 1, 15, 12]",[1],-14887392
"[1, 14, -6, -8, -8]",[1],-91503616
"[1, 2, 9, 4, -8]",[1],-1154560
"[1, 0, 16, 1, 10]","[1, 1]",7471589
"[1, 13, -5, -1, -15]",[1],-206641259
"[1, 15, -8, 10, -5]",[2],-29134555
"[1, 7, 4, 2, 5]",[2],-885979
"[1, 16, -14, 15, -7]",[1],-55734171
"[1, -14, -15, 3, 16]",[1],-274782911
"[1, 4, -6, -9, 12]",[1],-298539
"[1, 12, -5, 8, 14]",[1],-157911200
"[1, -14, 14, -5, -2]",[1],-4674819
"[1, -10, 15, -1, 9]",[1],-10703983
"[1, 9, -10, -3, 8]",[1],-10318927
"[1, 7, -6, -4, -9]",[1],-11093531
"[1, 16, 9, -10, 16]",[1],-446715328
"[1, 13, -2, -2, 9]",[1],-64276747
"[1, 8, -12, -13, -16]",[1],-95875979
"[1, -3, -1, -12, 3]",[1],-1037247
"[1, -14, 13, -1, 11]",[1],-92625655
"[1, 4, -10, -3, -14]",[1],-13326011
"[1, 7, -12, -6, 3]","[0, 1]",4237029
"[1, 7, 12, 13, -15]",[1],-7170376
"[1, -2, -13, -9, -16]",[1],-10527191
"[1, 10, -5, 13, 13]",[1],-93734095
"[1, 9, 6, 12, 11]",[1],-12288019
"[1, -13, 5, -7, 7]",[1],-27451851
"[1, 13, 6, -4, 11]",[1],-84297699
"[1, 5, -13, -6, -13]",[1],-28616471
"[1, -1, -16, 0, -13]",[1],-20338643
"[1, 14, -15, -5, 13]",[1],-137224831
"[1, -1, 2, 12, 15]",[1],1370325
"[1, 5, 10, -10, -13]",[1],-3423107
"[1, 1, 6, 3, 11]","[0, 1]",19976
"[1, 5, -2, -2, 13]",[1],-3113203
"[1, -3, 15, -2, -8]",[1],-5812556
"[1, 9, 12, 0, -13]",[1],-6995443
"[1, 11, -15, 11, -10]",[1],-37265036
"[1, 1, -15, -13, -5]",[2],-2068699
"[1, -14, -5, 7, -10]",[1],-131531039
"[1, -14, -12, -1, -5]",[2],-39585091
"[1, -10, -5, 1, -13]",[1],-60761719
"[1, -8, 6, -10, 7]",[1],-2558128
"[1, -1, -2, -12, 4]",[1],-842800
"[1, -9, 13, 0, 10]",[1],-7007220
"[1, -11, 6, -1, 7]",[1],-14290744
"[1, -3, 3, 3, -7]",[1],-20947
"[1, -13, 16, 13, 7]",[1],-47648716
"[1, 1, -11, 4, 7]",[1],502001
"[1, 7, -16, 10, 1]",[2],-1818723
"[1, -6, -13, 3, -15]",[1],-45040263
"[1, -6, 4, -14, -15]",[1],-12955840
"[1, 1, 5, 13, 10]",[1],146580
"[1, -3, -3, -1, -6]","[0, 1]",-325296
"[1, 12, 11, 5, 13]",[1],-52351679
"[1, 16, 9, -4, -13]",[1],-204544656
"[1, 9, 11, -4, -9]",[1],-1025495
"[1, 3, 12, -8, 4]",[1],1688656
"[1, -16, -7, -3, -15]",[1],-440369103
"[1, 9, 14, -5, -15]",[1],-758300
"[1, 0, 16, -9, -1]",[2],-2772475
"[1, 14, -7, -2, 8]",[1],-70009360
"[1, -8, 16, -10, 2]","[3, 4]",-688
"[1, 3, 11, 2, -4]",[1],-683292
"[1, -6, -14, -8, 8]",[1],-11691008
"[1, 3, -10, -15, -16]",[1],-8752543
"[1, -5, -2, -7, 8]",[1],-2669023
"[1, -15, -16, 12, -3]",[1],-34749075
"[1, -12, -1, -12, 6]",[1],-37878240
"[1, 9, -7, -11, 3]",[2],7535629
"[1, -12, 12, 9, -15]",[2],-25608123
"[1, -2, -5, -6, -13]",[1],-1551168
"[1, -16, -1, 9, 3]",[1],-2384535
"[1, -7, -2, -2, 16]",[1],-20466400
"[1, 9, -9, 4, -2]",[1],-548852
"[1, 4, 12, -7, -6]",[2],-3439643
"[1, 4, 5, -10, 12]",[1],2408640
"[1, 9, -5, 3, -9]",[2],-18117963
"[1, 14, -11, 5, 10]",[1],-160269775
"[1, -9, 5, 0, -16]",[2],-31799488
"[1, -12, 5, -2, 1]",[2],-297968
"[1, -3, 9, 0, -16]",[1],-2536384
"[1, -15, 10, -5, 6]",[1],-29173279
"[1, 0, -7, -14, -12]",[1],-204032
"[1, -4, -6, 15, 1]",[2],1360597
"[1, -2, -8, 8, 11]","[1, 1]",297680
"[1, -4, 14, 15, 5]",[1],2507125
"[1, -14, -15, 5, 3]",[2],15001969
"[1, -3, -3, -9, 11]",[1],-2285923
"[1, 7, -2, 5, -13]",[1],-14225848
"[1, -10, -6, -7, -9]",[1],-23805643
"[1, 1, 5, 14, 10]",[2],69192
"[1, -11, -14, -2, 3]",[1],-3188515
"[1, 2, -5, 16, 4]",[1],-3686272
"[1, 6, 5, 15, 9]",[1],-2624463
"[1, 11, 3, 2, 4]",[1],-5132700
"[1, -6, -1, -12, -2]",[2],-2244096
"[1, 14, 13, 16, -12]",[1],-207248384
"[1, 5, 5, -6, 11]",[1],882649
"[1, -8, 5, -3, 13]",[1],-10761359
"[1, -16, -3, 9, -4]",[2],-24936943
"[1, 12, -13, 3, -11]",[1],-104101839
"[1, 9, 15, -7, 13]",[1],-8085443
"[1, 3, -7, 3, -9]",[1],-1707075
"[1, 3, 16, 2, -10]",[1],-9871724
"[1, -5, -1, -11, -3]","[0, 1]",-1270643
"[1, -15, 14, 11, -14]",[1],-42265103
"[1, -9, -6, -15, -15]",[1],-50233500
"[1, -5, 6, -15, -7]",[1],-3035452
"[1, 2, 8, 14, 2]","[0, 1]",-419120
"[1, 14, -5, 1, 2]","[0, 1]",-5079487
"[1, 4, 2, -12, -14]","[2, 2]",-21248
"[1, -8, -2, 13, -2]",[1],3646133
"[1, 12, -9, 0, 9]",[1],-56395440
"[1, 5, 3, -12, 4]",[2],-54896
"[1, -15, 16, -14, -10]",[1],-179124716
"[1, 14, -1, 2, 11]",[1],-130495424
"[1, 11, -1, 1, 1]",[2],-445347
"[1, -2, 11, 4, 5]",[1],1268272
"[1, 1, 6, 15, -16]",[1],-6694879
"[1, -14, 5, 6, -10]",[1],-72170576
"[1, 11, 12, -16, -5]","[0, 1]",22795533
"[1, 0, -16, -9, -14]",[1],-18042363
"[1, -3, 16, -1, 15]",[1],10267364
"[1, 16, -2, 12, 10]",[1],-238367488
"[1, 7, -14, -11, -6]",[2],-18234103
"[1, 0, 8, -3, -3]",[1],-328971
"[1, -11, -10, 11, -1]",[2],6729752
"[1, -12, 5, 13, -13]",[1],-37222887
"[1, 0, -10, 8, 9]",[2],-94208
"[1, -4, -10, -16, 11]",[2],-20173568
"[1, 16, 1, 6, -15]",[1],-404132976
"[1, -2, 3, 9, -12]",[2],-678159
"[1, -11, -15, -8, -9]",[1],-39027271
"[1, -7, -10, 14, 1]",[3],9464757
"[1, -11, 11, 3, -1]",[2],826957
"[1, 3, 0, -8, -2]","[1, 1]",-40748
"[1, -7, -13, 6, -7]",[2],-20207351
"[1, 1, -12, -3, -8]",[1],-4185239
"[1, -12, 1, 14, 6]",[1],-4215136
"[1, -12, 15, -5, 9]",[1],-21877263
"[1, 12, 2, 12, -10]",[1],-72722176
"[1, 6, 13, -4, 8]",[1],3345664
"[1, -15, -9, -4, -8]",[1],-93506000
"[1, 4, -8, -14, -16]",[1],-9344432
"[1, 14, -2, -3, 13]",[2],-178737211
"[1, 8, -12, 5, 10]",[1],-27483435
"[1, 2, 3, 3, -14]","[1, 1]",-921983
"[1, -15, -3, -7, 14]",[1],-315085036
"[1, -13, 16, 7, -7]",[1],12996368
"[1, -2, 11, -16, -4]",[1],-3097216
"[1, -7, -12, 7, 7]",[1],5510372
"[1, -10, 5, -14, -11]",[1],-47688768
"[1, 12, -4, -4, -1]",[2],-681216
"[1, 5, 14, 11, -14]",[1],-1939503
"[1, -8, 10, -1, 5]",[1],-1119355
"[1, -10, 2, -12, 8]",[1],-20844032
"[1, -5, -7, -4, 4]",[1],-1205136
"[1, 4, 4, -8, -2]",[2],-173056
"[1, 7, -10, -5, 5]",[1],1536700
"[1, 10, 3, 1, 5]",[1],-5531855
"[1, -8, 6, -3, 12]",[1],-8070219
"[1, 7, 13, -16, -1]",[2],-3622663
"[1, -12, 3, 7, 14]",[1],-100556239
"[1, 14, -16, 13, 15]",[1],-526787523
"[1, -12, 2, -11, 4]",[1],-15374075
"[1, 10, -14, -6, 10]",[2],-5077936
"[1, 8, 2, 13, 14]",[1],-23338507
"[1, 1, -6, -3, -6]","[1, 0]",-359991
"[1, 2, -8, -7, -5]",[1],-617011
"[1, 15, 11, -12, 15]",[1],-309510183
"[1, 10, 7, -9, 5]",[1],-6051399
"[1, 12, 14, -8, -15]",[1],-16972544
"[1, 6, -8, 11, 7]",[1],-11794243
"[1, 12, 3, -4, 9]",[1],-42296688
"[1, -14, -10, -12, 10]",[1],-223716800
"[1, 6, -4, -6, -10]",[1],-6309424
"[1, 10, 4, 14, 11]",[1],-29805568
"[1, -5, 9, -3, 15]",[1],1463589
"[1, -14, 15, 0, 5]",[1],-25214800
"[1, 10, 15, -8, 11]",[1],-19450256
"[1, 5, 11, -5, -7]",[1],-1420387
"[1, 2, -1, -11, -1]",[2],-284047
"[1, 9, 11, 1, 16]",[1],-18077900
"[1, -11, -15, 13, -2]",[1],3296052
"[1, 16, -11, -2, 8]",[1],-111232256
"[1, -7, -14, 11, -1]",[2],3063592
"[1, 16, 13, 12, -13]",[1],-339033744
"[1, 15, 13, -12, 12]",[1],-214822896
"[1, -5, 3, 0, -5]","[1, 0]",-205655
"[1, -7, -6, -7, 9]",[1],-13841716
"[1, -12, 13, -10, 7]",[2],-7151248
"[1, -11, -15, 8, 16]",[2],-55879168
"[1, -8, 8, 6, 14]",[1],-9372848
"[1, -7, -15, 16, 2]",[1],25842348
"[1, 0, -12, 7, -8]",[1],-3013691
"[1, -11, 15, -16, -8]",[1],-37611616
"[1, -3, -4, 12, 11]",[2],-69043
"[1, -1, -2, 4, 10]",[1],216404
"[1, 9, 7, 1, -12]",[1],-15157996
"[1, 13, -7, 15, -5]",[1],-33537995
"[1, 14, 11, -13, -15]",[1],-49024031
"[1, -12, -8, 4, 12]",[1],-84361984
"[1, -13, 7, 8, -16]",[1],-115341824
"[1, 1, 13, 5, 5]",[1],1451765
"[1, 6, 10, -14, -9]",[1],-3712960
"[1, -8, 0, 11, -10]","[1, 0]",-6830379
"[1, 9, -16, -6, 10]",[1],10538676
"[1, -12, -15, -10, 15]",[1],-278197200
"[1, -2, 9, 3, -5]",[1],-875759
"[1, 13, 2, 15, -8]",[1],-85744199
"[1, 0, 2, -12, 5]","[1, 0]",-336640
"[1, 15, -13, 14, 3]",[1],-91459463
"[1, -4, -11, 5, -15]",[1],-18462775
"[1, 9, 5, 2, 2]",[1],-379752
"[1, 14, -3, 14, -6]",[1],-59653264
"[1, -6, 15, -3, 12]",[1],4235193
"[1, 11, 7, -6, -4]",[2],152100
"[1, -5, -9, -15, 12]",[1],-26142912
"[1, 0, -2, -9, -13]",[1],-523579
"[1, 9, -16, -10, 3]",[1],23661781
"[1, 5, 9, -15, -1]",[3],-3066475
"[1, -11, -2, 6, -16]",[1],-111256032
"[1, -1, -2, -7, -8]",[2],-213919
"[1, 1, -9, 9, 15]",[1],-3070899
"[1, 5, -15, -2, 3]","[1, 0]",3375265
"[1, -16, 4, -3, -1]",[2],-2765643
"[1, 11, -9, 11, -4]",[1],-5931500
"[1, 14, 7, 3, -16]",[1],-230098743
"[1, -12, 1, -1, 10]",[2],-53618743
"[1, -7, -2, 0, -1]",[2],-81531
"[1, -16, -3, -6, 6]",[1],-80634528
"[1, -4, -15, 11, -6]",[1],-9239575
"[1, 7, -3, 1, 7]",[1],-4373379
"[1, -2, 7, -4, -16]",[1],-2478976
"[1, -15, 7, 8, -10]",[1],-73897460
"[1, 3, -5, 6, -6]",[2],-313800
"[1, 10, 5, 14, 14]",[1],-39663568
"[1, -8, 13, -1, 14]",[1],-3322783
"[1, -9, -8, -7, -6]",[1],-6239983
"[1, 14, 4, 5, 10]",[1],-86545675
"[1, 2, 12, 2, 1]",[2],233280
"[1, -6, 6, -16, -3]",[1],-3549744
"[1, 3, 3, -2, -11]","[2, 1, 0]",-171527
"[1, -9, -6, 14, 14]",[1],-15446956
"[1, 6, -8, 1, 6]",[1],-2574763
"[1, 0, 13, -9, -13]",[1],-13019119
"[1, 2, 3, 10, 12]",[1],87952
"[1, 10, 2, 0, 4]",[1],-3862784
"[1, -5, -2, 6, -9]",[1],-1791963
"[1, -2, 11, 16, -7]",[1],-11032976
"[1, -15, -16, 0, 14]",[1],-308944300
"[1, -15, -13, 13, 11]",[2],-6870363
"[1, -8, 10, 5, -15]",[2],-2888075
"[1, -8, -10, -5, -9]",[1],-14767691
"[1, 2, 1, 4, 13]",[1],323024
"[1, 11, 4, -1, 10]",[1],-33380335
"[1, -13, 14, -4, -15]",[1],-108234587
"[1, -9, 15, -10, -6]",[1],-3469608
"[1, 12, 11, 5, -16]",[1],-103026975
"[1, -11, 12, -8, -1]",[2],-2014763
"[1, -12, -9, 6, -10]",[1],-98090176
"[1, -5, -10, -10, -5]",[2],-313875
"[1, -5, 13, 2, 7]",[1],2810249
"[1, -15, -16, 12, 10]",[1],48386484
"[1, -5, 0, -4, -11]",[2],-2859763
"[1, -9, -6, 15, -4]","[0, 2]",3549137
"[1, -7, 10, 15, 11]",[1],2631864
"[1, -14, -3, 16, 3]",[2],43479248
"[1, -15, -15, 10, -5]",[1],-99206375
"[1, 6, -15, -7, 4]",[1],9101425
"[1, 7, -3, -8, 5]",[1],-314231
"[1, -14, 16, 5, 5]",[1],-36657715
"[1, 1, -8, -1, -2]",[1],-179911
"[1, 10, 3, -3, -3]",[1],-1454031
"[1, -11, -2, 9, 9]",[1],-25658964
"[1, -3, -15, 7, 12]",[1],9796788
"[1, 13, 6, -1, 6]",[2],-24464471
"[1, -2, 10, 0, -4]",[1],-711936
"[1, 12, 10, 6, -9]",[1],-39638448
"[1, 11, 7, 2, -3]",[1],-2943247
"[1, 9, -4, 4, 13]",[1],-42211187
"[1, 10, -12, -2, -13]",[1],-99516416
"[1, 13, 9, 7, -16]",[1],-175791308
"[1, 10, 9, -6, -3]",[1],1639872
"[1, -10, -9, 7, 7]",[1],-3700543
"[1, -14, 16, 10, 3]",[1],-16519936
"[1, 12, -10, -14, -10]",[1],-107400624
"[1, 3, -11, -8, 9]","[1, 0]",2704577
"[1, 13, 10, 14, -6]",[1],-58864172
"[1, 16, -15, -5, 15]",[1],-353210575
"[1, 2, -9, 8, -15]",[1],-4008784
"[1, 2, 3, -14, 10]",[1],497552
"[1, -11, -7, -10, -3]",[1],-4927119
"[1, -11, -8, 3, -11]",[2],-76435768
"[1, 6, -11, -11, 12]",[1],6103121
"[1, 9, -6, 9, 14]",[1],-67838863
"[1, 15, 1, -7, -8]",[1],-75956908
"[1, -2, -7, 7, -2]","[1, 1]",-35367
"[1, 10, -2, 7, -10]",[1],-29925779
"[1, 1, 10, -16, 13]",[1],4095341
"[1, 11, -16, -2, 12]",[1],-49646496
"[1, -11, 10, 6, 12]",[1],-44924112
"[1, 15, 8, 8, -5]",[1],-47959139
"[1, -7, -6, -13, 4]","[0, 1]",-10558863
"[1, -13, -8, -6, 16]",[1],-285432976
"[1, 1, -9, 3, -12]",[1],-3103488
"[1, -5, -14, -6, -16]",[1],-28438560
"[1, 6, 5, -10, -5]",[1],203200
"[1, 9, 10, 12, -3]",[1],-5114307
"[1, -7, -1, -8, 7]",[1],-5413599
"[1, 11, 8, -6, 9]",[1],-28012707
"[1, -13, -7, -7, 12]",[1],-167199788
"[1, -9, -16, -4, -10]",[1],-47906124
"[1, 16, 10, -9, -6]",[1],-402075
"[1, 4, 12, -7, -8]",[1],-4354267
"[1, -5, -9, 6, 13]",[1],-2375591
"[1, -16, -8, -13, -14]",[1],-333108811
"[1, -1, -4, 16, -4]",[1],-906160
"[1, -4, -10, 14, -16]",[1],-15017648
"[1, 16, 14, 7, -15]",[1],-345200123
"[1, 3, -4, 3, -6]",[1],-364191
"[1, -8, -13, 4, -4]",[1],-10973696
"[1, 12, 6, 2, 8]",[2],-26752432
"[1, -15, -9, -11, 1]",[2],-27382883
"[1, 15, -8, 0, -12]",[1],-242092848
"[1, 8, -8, 11, -9]",[1],-9802411
"[1, -9, -13, 16, 2]",[1],33748572
"[1, -5, 7, -4, -9]",[1],-354311
"[1, 16, 11, 13, -15]",[1],-456835031
"[1, 3, 9, 14, 1]","[2, 3]",-326111
"[1, 8, 4, -12, 6]",[1],-1739520
"[1, 14, -5, -6, 4]",[1],-9070000
"[1, 14, -1, 13, 1]","[1, 2]",-27384471
"[1, 4, -7, -1, -8]",[1],-2619063
"[1, 0, -8, -10, 12]",[1],-1398448
"[1, 15, 16, -3, 8]",[1],-92088007
"[1, -11, -11, 11, -15]",[1],-189221675
"[1, -16, 16, 8, -11]",[1],-25969408
"[1, -13, -5, 11, 1]",[3],14907917
"[1, 5, 0, 1, -13]",[1],-3575124
"[1, 15, -13, -1, 8]",[1],-88053228
"[1, 2, -9, -7, 9]","[1, 2]",691457
"[1, 0, 5, 12, -9]",[1],-2100816
"[1, 6, -2, -4, -6]",[1],-1668544
"[1, -12, 12, 1, 9]",[1],-34375131
"[1, 12, -16, -4, 8]",[2],-6286080
"[1, 3, 2, -14, 4]",[1],-710096
"[1, 2, -5, 3, -10]","[2, 1]",-936351
"[1, -16, 14, -13, 8]",[1],-41186411
"[1, 11, 0, -3, -6]",[1],-13877487
"[1, -11, 3, -12, 2]",[1],-8641444
"[1, -8, 2, -5, -4]",[2],-2153963
"[1, -7, 8, 16, 12]",[1],768720
"[1, 12, 9, -16, 11]",[2],-58627984
"[1, -3, -11, -10, -7]","[1, 1]",-686951
"[1, 0, 9, -4, -1]",[2],-189904
"[1, -13, 11, -3, -8]",[1],-35993264
"[1, -9, 11, 5, -13]",[1],-3813987
"[1, -1, -2, 4, -13]",[1],-537283
"[1, -4, -5, -5, -2]",[1],-32911
"[1, -14, 3, 3, 6]",[2],-36344511
"[1, 14, -14, -16, -3]",[1],7971536
"[1, -10, 2, 1, -9]",[1],-19281291
"[1, -4, -10, 6, -12]",[2],-10715568
"[1, 3, 2, 14, -14]",[1],-3984428
"[1, 6, -11, -5, -6]",[1],-8547415
"[1, -14, -2, -13, 4]",[1],-50237875
"[1, -2, 7, -11, 13]",[1],151145
"[1, 1, 2, -4, -13]",[1],-560803
"[1, 4, -7, 15, -10]",[1],-2344055
"[1, -9, -5, 11, 8]",[1],-2463308
"[1, 11, 0, -1, -16]",[1],-101689583
"[1, -8, -16, -14, -5]",[1],-457392
"[1, 7, -7, 3, -7]",[1],-5392187
"[1, -5, -13, -8, -12]",[1],-11234912
"[1, -4, -7, 8, -1]",[2],213424
"[1, 1, -2, -7, 8]","[2, 1]",21809
"[1, 15, -9, 0, 14]",[1],-315735700
"[1, 1, -1, 10, 9]",[1],-428255
"[1, 6, -1, 13, 14]",[1],-14676783
"[1, -8, -9, 11, 13]",[1],-5583991
"[1, 13, 15, 10, 13]",[1],-51195591
"[1, -5, -2, 11, -4]",[3],224297
"[1, 12, 8, -8, -16]",[1],-68923392
"[1, 14, -7, -6, 15]",[2],-232149696
"[1, -8, -5, -10, -15]",[2],-32781200
"[1, 3, -4, 2, -5]",[1],-259259
"[1, -10, 1, -6, -8]",[1],-18782800
"[1, -2, 4, -1, 6]","[0, 1]",44869
"[1, 0, 11, 1, -4]","[1, 1]",-1212903
"[1, 15, -14, -13, -14]",[1],-541406743
"[1, -2, -3, -13, 13]",[1],-3191071
"[1, 3, -3, 12, -5]","[0, 1]",-829031
"[1, -11, -2, -1, 8]",[1],-27958591
"[1, 13, -5, 9, -14]",[1],-158947168
"[1, 3, 14, 16, 7]",[1],335845
"[1, -12, -6, 5, 2]",[1],868613
"[1, -4, -6, -5, -10]",[1],-2425275
"[1, -10, -9, -6, -12]",[1],-49599216
"[1, 5, 0, -3, -11]",[2],-2007968
"[1, -9, 13, -10, 3]",[1],-44407
"[1, -16, -7, -9, -12]",[1],-249444159
"[1, -3, -10, -12, 9]",[1],-6900075
"[1, 10, 15, 3, 14]",[1],-20195023
"[1, 1, -4, 2, -6]",[1],-160428
"[1, 13, 10, -1, 14]",[1],-116042527
"[1, 2, 5, 12, -7]",[1],-1194224
"[1, -15, 15, -3, -5]",[1],-21430787
"[1, 12, -11, -3, 9]",[1],-42695991
"[1, 2, -10, 15, 11]",[1],-8919131
"[1, 10, 11, 16, -6]",[1],-23482880
"[1, 10, 12, 1, -1]",[3],145309
"[1, 9, -12, -8, -15]",[1],-112271643
"[1, -2, 12, -14, -15]",[1],-11040448
"[1, -5, -9, 6, -4]",[1],-2219548
"[1, 1, 10, 0, -13]",[2],-4514835
"[1, 9, 11, -6, 9]",[1],-8320383
"[1, -5, -6, 14, 10]",[1],1795892
"[1, -2, -15, 13, -6]",[1],-4265743
"[1, -4, -15, 1, -6]",[1],-9217175
"[1, 9, 7, -7, 7]",[2],-6734707
"[1, -10, -13, -4, 11]",[1],-60515216
"[1, 11, 9, -7, 1]","[0, 2, 0]",23301
"[1, -2, -7, 9, -2]","[0, 1, 2, 1]",45841
"[1, -3, -7, -15, -8]",[1],-1080288
